customer_id,signup_date,gender,age,city,state,acquisition_channel,acquisition_campaign
CUST008179,2024-12-07,Male,39,Indore,Madhya Pradesh,Organic Search,Organic-Brand
CUST008180,2024-08-14,Female,24,Chandigarh,Chandigarh,Paid Search,Bing-Search-Ads
CUST008181,2024-01-29,Female,38,Lucknow,Uttar Pradesh,Social Media Ads,Insta-Retargeting
CUST008182,2025-07-21,Male,36,Delhi,Delhi,Marketplace Ads,Marketplace-Sponsored-Listing
CUST008183,2024-11-16,Female,45,Mumbai,Maharashtra,Organic Search,Organic-Blog-SEO
CUST008184,2023-03-09,Female,33,Kanpur,Uttar Pradesh,Direct,Direct-WordOfMouth
CUST008185,2024-08-21,Male,25,Mumbai,Maharashtra,Email Marketing,EMail-Festive-Blast
CUST008186,2025-11-14,Female,36,Hyderabad,Telangana,Organic Search,Organic-Brand
CUST008187,2024-07-24,Male,18,Bangalore,Karnataka,Social Media Ads,Insta-Reels-Ads
CUST008188,2024-09-05,Female,39,Raipur,Chhattisgarh,Marketplace Ads,Marketplace-Sponsored-Listing
CUST008189,2025-02-25,Female,46,Pune,Maharashtra,Paid Search,GoogleAds-Generic-Search
CUST008190,2025-08-30,Female,21,Patna,Bihar,Affiliate,IndependenceDay-Sale-2025
CUST008191,2025-04-13,Female,29,Ahmedabad,Gujarat,Email Marketing,EMail-Newsletter-Signup
CUST008192,2025-10-07,Female,32,Kanpur,Uttar Pradesh,Social Media Ads,Diwali-Dhamaka-2025
CUST008193,2023-08-23,Male,28,Kolkata,West Bengal,Referral,Referral-FriendInvite
CUST008194,2025-11-12,Female,30,Pune,Maharashtra,Email Marketing,EMail-Newsletter-Signup
CUST008195,2025-11-02,Male,24,Delhi,Delhi,Organic Search,Organic-Brand
CUST008196,2024-11-22,Female,26,Chennai,Tamil Nadu,Direct,Direct-WordOfMouth
CUST008197,2025-02-26,Female,56,Chandigarh,Chandigarh,Marketplace Ads,Marketplace-Sponsored-Listing
CUST008198,2023-12-08,Male,32,Mumbai,Maharashtra,Email Marketing,EMail-Festive-Blast
CUST008199,2024-10-09,Male,18,Bangalore,Karnataka,Affiliate,Diwali-Dhamaka-2024
CUST008200,2023-11-26,Male,26,Hyderabad,Telangana,Social Media Ads,Diwali-Dhamaka-2023
CUST008201,2023-02-10,Male,27,Surat,Gujarat,Email Marketing,EMail-Newsletter-Signup
CUST008202,2025-12-15,Female,45,Ranchi,Jharkhand,Affiliate,Affiliate-Coupon-Blogs
CUST008203,2024-02-04,Female,43,Delhi,Delhi,Social Media Ads,Insta-Reels-Ads
CUST008204,2025-01-25,Male,32,Ahmedabad,Gujarat,Email Marketing,EMail-Winback-Offer
CUST008205,2024-04-03,Female,21,Bangalore,Karnataka,Organic Search,Organic-Brand
CUST008206,2024-07-18,Male,33,Pune,Maharashtra,Paid Search,Bing-Search-Ads
CUST008207,2024-08-20,Female,23,Kolkata,West Bengal,Marketplace Ads,Marketplace-Homepage-Banner
CUST008208,2024-05-21,Female,33,Kolkata,West Bengal,Marketplace Ads,Marketplace-Sponsored-Listing
CUST008209,2025-03-11,Female,39,Delhi,Delhi,Affiliate,Affiliate-Influencer
CUST008210,2025-11-29,Male,26,Chennai,Tamil Nadu,Organic Search,Organic-Brand
CUST008211,2024-09-23,Female,33,Ranchi,Jharkhand,Paid Search,GoogleAds-Brand-Search
CUST008212,2025-12-08,Female,37,Patna,Bihar,Referral,Referral-FriendInvite
CUST008213,2025-04-12,Female,35,Pune,Maharashtra,Organic Search,Organic-Brand
CUST008214,2025-02-07,Female,18,Bangalore,Karnataka,Organic Search,Organic-Blog-SEO
CUST008215,2024-01-11,Female,30,Coimbatore,Tamil Nadu,Paid Search,NewYear-Sale-2024
CUST008216,2023-05-09,Male,18,Jodhpur,Rajasthan,Social Media Ads,FB-Lookalike
CUST008217,2025-10-08,Female,34,Delhi,Delhi,Organic Search,Organic-YouTube-Reviews
CUST008218,2025-01-10,Female,38,Bangalore,Karnataka,Direct,Direct-Bookmark
CUST008219,2024-09-06,Male,35,Chennai,Tamil Nadu,Social Media Ads,Insta-Reels-Ads
CUST008220,2025-09-08,Male,34,Jaipur,Rajasthan,Social Media Ads,Insta-Reels-Ads
CUST008221,2024-04-18,Female,33,Chennai,Tamil Nadu,Organic Search,Organic-Blog-SEO
CUST008222,2025-08-16,Female,36,Bangalore,Karnataka,Organic Search,Organic-YouTube-Reviews
CUST008223,2024-05-11,Female,23,Hyderabad,Telangana,Affiliate,Affiliate-Coupon-Blogs
CUST008224,2025-11-10,Female,25,Vadodara,Gujarat,Direct,Direct-WordOfMouth
CUST008225,2024-02-17,Female,32,Surat,Gujarat,Organic Search,Organic-Brand
CUST008226,2023-10-01,Male,42,Ahmedabad,Gujarat,Social Media Ads,FB-Prospecting
CUST008227,2025-05-13,Male,35,Mumbai,Maharashtra,Marketplace Ads,Marketplace-Sponsored-Listing
CUST008228,2023-10-23,Other,37,Bangalore,Karnataka,Direct,Direct-Bookmark
CUST008229,2025-11-23,Male,28,Nashik,Maharashtra,Email Marketing,EMail-Winback-Offer
CUST008230,2025-03-30,Female,32,Nashik,Maharashtra,Paid Search,GoogleAds-Generic-Search
CUST008231,2024-01-04,Female,30,Hyderabad,Telangana,Paid Search,Bing-Search-Ads
CUST008232,2023-12-02,Male,20,Mumbai,Maharashtra,Referral,Referral-CashbackProgram
CUST008233,2025-11-11,Female,34,Jaipur,Rajasthan,Marketplace Ads,Diwali-Dhamaka-2025
CUST008234,2025-02-08,Female,30,Ahmedabad,Gujarat,Direct,Direct-App
CUST008235,2025-10-28,Male,38,Bangalore,Karnataka,Marketplace Ads,Marketplace-Sponsored-Listing
CUST008236,2023-08-18,Male,18,Indore,Madhya Pradesh,Social Media Ads,IndependenceDay-Sale-2023
CUST008237,2025-11-12,Female,27,Lucknow,Uttar Pradesh,Social Media Ads,Diwali-Dhamaka-2025
CUST008238,2024-11-22,Female,18,Coimbatore,Tamil Nadu,Marketplace Ads,Diwali-Dhamaka-2024
CUST008239,2025-04-13,Male,34,Lucknow,Uttar Pradesh,Social Media Ads,FB-Prospecting
CUST008240,2024-07-22,Male,38,Mumbai,Maharashtra,Paid Search,Bing-Search-Ads
CUST008241,2023-05-02,Female,34,Coimbatore,Tamil Nadu,Email Marketing,EMail-Newsletter-Signup
CUST008242,2025-11-27,Female,48,Guwahati,Assam,Email Marketing,EMail-Newsletter-Signup
CUST008243,2025-12-27,Female,36,Mumbai,Maharashtra,Email Marketing,EMail-Winback-Offer
CUST008244,2024-07-08,Female,24,Chennai,Tamil Nadu,Organic Search,Organic-YouTube-Reviews
CUST008245,2025-11-21,Female,41,Bangalore,Karnataka,Paid Search,GoogleAds-Brand-Search
CUST008246,2023-10-27,Female,48,Pune,Maharashtra,Marketplace Ads,Marketplace-Homepage-Banner
CUST008247,2023-10-16,Male,37,Delhi,Delhi,Marketplace Ads,Marketplace-Sponsored-Listing
CUST008248,2023-05-30,Female,25,Chennai,Tamil Nadu,Email Marketing,EMail-Festive-Blast
CUST008249,2024-08-13,Female,26,Amritsar,Punjab,Affiliate,IndependenceDay-Sale-2024
CUST008250,2023-04-17,Male,34,Delhi,Delhi,Direct,Direct-WordOfMouth
CUST008251,2024-08-17,Female,28,Vizag,Andhra Pradesh,Social Media Ads,IndependenceDay-Sale-2024
CUST008252,2023-10-01,Male,40,Delhi,Delhi,Email Marketing,Diwali-Dhamaka-2023
CUST008253,2025-06-19,Female,29,Bhopal,Madhya Pradesh,Affiliate,Affiliate-Coupon-Blogs
CUST008254,2025-09-28,Female,38,Pune,Maharashtra,Social Media Ads,FB-Prospecting
CUST008255,2025-05-03,Male,37,Hyderabad,Telangana,Direct,Direct-App
CUST008256,2023-11-24,Female,19,Surat,Gujarat,Paid Search,Diwali-Dhamaka-2023
CUST008257,2025-08-03,Female,30,Pune,Maharashtra,Marketplace Ads,Marketplace-Homepage-Banner
CUST008258,2024-01-24,Female,40,Surat,Gujarat,Direct,Direct-WordOfMouth
CUST008259,2025-07-27,Female,30,Ahmedabad,Gujarat,Affiliate,Affiliate-Influencer
CUST008260,2025-01-05,Female,34,Hyderabad,Telangana,Paid Search,NewYear-Sale-2025
CUST008261,2024-07-12,Male,32,Delhi,Delhi,Social Media Ads,FB-Prospecting
CUST008262,2023-06-25,Other,24,Mumbai,Maharashtra,Social Media Ads,Insta-Reels-Ads
CUST008263,2025-09-22,Female,46,Ahmedabad,Gujarat,Referral,Referral-FriendInvite
CUST008264,2025-11-19,Female,25,Jaipur,Rajasthan,Organic Search,Organic-YouTube-Reviews
CUST008265,2025-04-10,Female,23,Mumbai,Maharashtra,Email Marketing,EMail-Winback-Offer
CUST008266,2025-11-30,Female,40,Hyderabad,Telangana,Paid Search,GoogleAds-Generic-Search
CUST008267,2025-11-16,Female,26,Delhi,Delhi,Direct,Direct-Bookmark
CUST008268,2023-11-19,Male,32,Delhi,Delhi,Social Media Ads,FB-Prospecting
CUST008269,2025-06-20,Male,35,Mumbai,Maharashtra,Affiliate,Affiliate-Influencer
CUST008270,2024-06-12,Male,40,Hyderabad,Telangana,Paid Search,Bing-Search-Ads
CUST008271,2024-11-02,Male,18,Pune,Maharashtra,Social Media Ads,Insta-Retargeting
CUST008272,2023-10-18,Male,30,Chennai,Tamil Nadu,Paid Search,Diwali-Dhamaka-2023
CUST008273,2025-12-09,Female,28,Mumbai,Maharashtra,Direct,Direct-WordOfMouth
CUST008274,2025-06-13,Female,31,Kolkata,West Bengal,Paid Search,GoogleAds-Brand-Search
CUST008275,2024-02-16,Female,38,Jaipur,Rajasthan,Direct,Direct-Bookmark
CUST008276,2024-07-20,Female,44,Chennai,Tamil Nadu,Affiliate,Affiliate-Influencer
CUST008277,2024-09-16,Male,33,Mumbai,Maharashtra,Organic Search,Organic-YouTube-Reviews
CUST008278,2025-07-11,Female,24,Ahmedabad,Gujarat,Referral,Referral-FriendInvite
CUST008279,2025-11-12,Female,33,Indore,Madhya Pradesh,Referral,Referral-FriendInvite
CUST008280,2024-05-03,Female,36,Hyderabad,Telangana,Organic Search,Organic-YouTube-Reviews
CUST008281,2024-10-24,Male,33,Kolkata,West Bengal,Social Media Ads,Diwali-Dhamaka-2024
CUST008282,2025-01-25,Female,40,Guwahati,Assam,Marketplace Ads,NewYear-Sale-2025
CUST008283,2024-08-15,Male,25,Ranchi,Jharkhand,Organic Search,Organic-YouTube-Reviews
CUST008284,2024-11-12,Female,26,Delhi,Delhi,Organic Search,Organic-Brand
CUST008285,2023-08-12,Male,32,Kolkata,West Bengal,Social Media Ads,IndependenceDay-Sale-2023
CUST008286,2023-10-27,Female,41,Surat,Gujarat,Email Marketing,Diwali-Dhamaka-2023
CUST008287,2024-08-23,Female,46,Bangalore,Karnataka,Direct,Direct-Bookmark
CUST008288,2025-11-07,Female,36,Kolkata,West Bengal,Paid Search,Diwali-Dhamaka-2025
CUST008289,2024-06-12,Male,34,Hyderabad,Telangana,Organic Search,Organic-Brand
CUST008290,2024-01-24,Male,23,Bangalore,Karnataka,Organic Search,Organic-Brand
CUST008291,2025-07-05,Female,37,Pune,Maharashtra,Social Media Ads,Insta-Reels-Ads
CUST008292,2025-11-23,Female,21,Delhi,Delhi,Social Media Ads,FB-Prospecting
CUST008293,2024-10-16,Female,40,Vadodara,Gujarat,Marketplace Ads,Marketplace-Sponsored-Listing
CUST008294,2023-01-15,Female,32,Surat,Gujarat,Social Media Ads,Insta-Retargeting
CUST008295,2025-05-03,Male,32,Delhi,Delhi,Social Media Ads,Insta-Retargeting
CUST008296,2024-09-07,Male,42,Bangalore,Karnataka,Marketplace Ads,Marketplace-Sponsored-Listing
CUST008297,2025-04-18,Male,32,Nashik,Maharashtra,Paid Search,GoogleAds-Generic-Search
CUST008298,2024-03-02,Male,28,Indore,Madhya Pradesh,Social Media Ads,Insta-Reels-Ads
CUST008299,2023-01-05,Male,33,Jaipur,Rajasthan,Marketplace Ads,NewYear-Sale-2023
CUST008300,2024-06-03,Male,24,Surat,Gujarat,Direct,Direct-Bookmark
CUST008301,2025-05-20,Female,33,Surat,Gujarat,Social Media Ads,FB-Prospecting
CUST008302,2024-08-15,Female,30,Mumbai,Maharashtra,Organic Search,Organic-YouTube-Reviews
CUST008303,2023-12-18,Male,25,Mumbai,Maharashtra,Social Media Ads,FB-Lookalike
CUST008304,2024-10-19,Female,51,Hyderabad,Telangana,Paid Search,Diwali-Dhamaka-2024
CUST008305,2025-07-17,Male,29,Indore,Madhya Pradesh,Paid Search,GoogleAds-Generic-Search
CUST008306,2023-08-31,Female,26,Delhi,Delhi,Social Media Ads,FB-Lookalike
CUST008307,2025-05-07,Male,18,Ahmedabad,Gujarat,Email Marketing,EMail-Newsletter-Signup
CUST008308,2025-04-12,Male,25,Pune,Maharashtra,Direct,Direct-App
CUST008309,2024-07-19,Female,37,Vizag,Andhra Pradesh,Social Media Ads,FB-Lookalike
CUST008310,2025-12-06,Male,18,Ahmedabad,Gujarat,Social Media Ads,Insta-Reels-Ads
CUST008311,2025-10-28,Female,21,Bangalore,Karnataka,Affiliate,Diwali-Dhamaka-2025
CUST008312,2024-04-25,Female,39,Pune,Maharashtra,Organic Search,Organic-YouTube-Reviews
CUST008313,2023-03-03,Male,28,Patna,Bihar,Referral,Referral-CashbackProgram
CUST008314,2024-04-15,Female,27,Bangalore,Karnataka,Referral,Referral-CashbackProgram
CUST008315,2023-11-28,Female,32,Hyderabad,Telangana,Organic Search,Organic-Brand
CUST008316,2024-12-15,Male,41,Nagpur,Maharashtra,Social Media Ads,FB-Lookalike
CUST008317,2025-11-09,Female,23,Pune,Maharashtra,Social Media Ads,FB-Prospecting
CUST008318,2025-10-17,Female,48,Bangalore,Karnataka,Organic Search,Organic-YouTube-Reviews
CUST008319,2024-04-11,Male,32,Pune,Maharashtra,Direct,Direct-WordOfMouth
CUST008320,2024-09-23,Male,31,Bangalore,Karnataka,Marketplace Ads,Marketplace-Homepage-Banner
CUST008321,2023-03-15,Male,36,Mumbai,Maharashtra,Social Media Ads,FB-Lookalike
CUST008322,2024-12-12,Female,18,Bangalore,Karnataka,Organic Search,Organic-Brand
CUST008323,2023-05-10,Other,33,Chennai,Tamil Nadu,Direct,Direct-Bookmark
CUST008324,2025-11-18,Female,33,Ahmedabad,Gujarat,Email Marketing,EMail-Winback-Offer
CUST008325,2025-10-15,Female,46,Delhi,Delhi,Organic Search,Organic-YouTube-Reviews
CUST008326,2023-12-10,Male,51,Chennai,Tamil Nadu,Direct,Direct-WordOfMouth
CUST008327,2025-05-14,Female,33,Kolkata,West Bengal,Marketplace Ads,Marketplace-Homepage-Banner
CUST008328,2025-01-05,Male,32,Coimbatore,Tamil Nadu,Marketplace Ads,Marketplace-Homepage-Banner
CUST008329,2025-08-29,Male,30,Chennai,Tamil Nadu,Email Marketing,IndependenceDay-Sale-2025
CUST008330,2024-10-26,Male,31,Mumbai,Maharashtra,Email Marketing,Diwali-Dhamaka-2024
CUST008331,2023-11-17,Female,28,Chandigarh,Chandigarh,Paid Search,Diwali-Dhamaka-2023
CUST008332,2025-03-14,Female,39,Chennai,Tamil Nadu,Organic Search,Organic-YouTube-Reviews
CUST008333,2023-06-17,Female,43,Bangalore,Karnataka,Email Marketing,EMail-Festive-Blast
CUST008334,2025-01-19,Male,41,Mumbai,Maharashtra,Paid Search,NewYear-Sale-2025
CUST008335,2023-12-08,Male,42,Delhi,Delhi,Organic Search,Organic-Brand
CUST008336,2025-04-30,Female,35,Nashik,Maharashtra,Paid Search,GoogleAds-Generic-Search
CUST008337,2025-09-23,Male,38,Patna,Bihar,Email Marketing,EMail-Newsletter-Signup
CUST008338,2023-08-17,Male,37,Hyderabad,Telangana,Affiliate,IndependenceDay-Sale-2023
CUST008339,2024-08-22,Female,18,Patna,Bihar,Marketplace Ads,Marketplace-Sponsored-Listing
CUST008340,2025-06-23,Female,29,Lucknow,Uttar Pradesh,Paid Search,GoogleAds-Generic-Search
CUST008341,2023-10-24,Female,26,Mumbai,Maharashtra,Organic Search,Organic-YouTube-Reviews
CUST008342,2025-01-04,Female,30,Delhi,Delhi,Referral,Referral-FriendInvite
CUST008343,2025-04-16,Female,30,Jaipur,Rajasthan,Marketplace Ads,Marketplace-Homepage-Banner
CUST008344,2024-06-21,Male,36,Kolkata,West Bengal,Paid Search,Bing-Search-Ads
CUST008345,2025-09-26,Male,27,Nagpur,Maharashtra,Referral,Referral-CashbackProgram
CUST008346,2024-11-16,Male,18,Raipur,Chhattisgarh,Affiliate,Diwali-Dhamaka-2024
CUST008347,2025-02-28,Male,34,Kolkata,West Bengal,Organic Search,Organic-Blog-SEO
CUST008348,2023-10-04,Female,29,Delhi,Delhi,Marketplace Ads,Diwali-Dhamaka-2023
CUST008349,2023-02-12,Male,35,Kanpur,Uttar Pradesh,Social Media Ads,Insta-Reels-Ads
CUST008350,2023-04-14,Male,21,Surat,Gujarat,Email Marketing,EMail-Festive-Blast
CUST008351,2025-11-02,Male,35,Jaipur,Rajasthan,Referral,Referral-FriendInvite
CUST008352,2025-10-23,Female,24,Delhi,Delhi,Marketplace Ads,Diwali-Dhamaka-2025
CUST008353,2025-09-04,Male,18,Kochi,Kerala,Paid Search,GoogleAds-Generic-Search
CUST008354,2023-11-24,Male,28,Chandigarh,Chandigarh,Organic Search,Organic-Blog-SEO
CUST008355,2024-11-25,Female,18,Mumbai,Maharashtra,Marketplace Ads,Marketplace-Homepage-Banner
CUST008356,2025-08-25,Male,25,Patna,Bihar,Social Media Ads,IndependenceDay-Sale-2025
CUST008357,2025-04-19,Male,32,Chandigarh,Chandigarh,Organic Search,Organic-Brand
CUST008358,2023-08-26,Male,19,Nashik,Maharashtra,Direct,Direct-App
CUST008359,2025-10-29,Female,34,Bangalore,Karnataka,Direct,Direct-Bookmark
CUST008360,2023-10-21,Male,19,Vadodara,Gujarat,Direct,Direct-WordOfMouth
CUST008361,2023-10-31,Male,23,Chennai,Tamil Nadu,Direct,Direct-WordOfMouth
CUST008362,2025-11-01,Male,22,Delhi,Delhi,Affiliate,Affiliate-Cashback-Sites
CUST008363,2024-11-01,Female,36,Bangalore,Karnataka,Paid Search,Diwali-Dhamaka-2024
CUST008364,2024-07-22,Male,33,Nagpur,Maharashtra,Affiliate,Affiliate-Influencer
CUST008365,2024-12-23,Female,27,Jaipur,Rajasthan,Direct,Direct-WordOfMouth
CUST008366,2025-12-15,Male,18,Ahmedabad,Gujarat,Paid Search,Bing-Search-Ads
CUST008367,2023-08-31,Female,30,Lucknow,Uttar Pradesh,Affiliate,Affiliate-Influencer
CUST008368,2025-07-23,Male,21,Patna,Bihar,Social Media Ads,Insta-Retargeting
CUST008369,2024-05-20,Male,20,Delhi,Delhi,Social Media Ads,Insta-Reels-Ads
CUST008370,2023-08-28,Male,36,Bangalore,Karnataka,Organic Search,Organic-YouTube-Reviews
CUST008371,2024-09-15,Female,24,Kolkata,West Bengal,Marketplace Ads,Marketplace-Homepage-Banner
CUST008372,2024-12-17,Male,31,Pune,Maharashtra,Paid Search,Bing-Search-Ads
CUST008373,2023-11-29,Male,23,Kanpur,Uttar Pradesh,Paid Search,Diwali-Dhamaka-2023
CUST008374,2024-08-27,Male,38,Indore,Madhya Pradesh,Referral,Referral-FriendInvite
CUST008375,2025-03-09,Female,35,Hyderabad,Telangana,Direct,Direct-App
CUST008376,2025-01-12,Female,39,Ahmedabad,Gujarat,Social Media Ads,NewYear-Sale-2025
CUST008377,2025-06-09,Other,41,Hyderabad,Telangana,Affiliate,Affiliate-Coupon-Blogs
CUST008378,2025-09-30,Male,18,Hyderabad,Telangana,Direct,Direct-WordOfMouth
CUST008379,2024-08-31,Female,48,Delhi,Delhi,Referral,Referral-FriendInvite
CUST008380,2024-09-17,Female,18,Jaipur,Rajasthan,Email Marketing,EMail-Newsletter-Signup
CUST008381,2024-11-08,Male,26,Mumbai,Maharashtra,Social Media Ads,Diwali-Dhamaka-2024
CUST008382,2025-01-04,Male,27,Hyderabad,Telangana,Social Media Ads,Insta-Retargeting
CUST008383,2023-08-15,Male,18,Vizag,Andhra Pradesh,Paid Search,GoogleAds-Generic-Search
CUST008384,2024-04-21,Female,27,Indore,Madhya Pradesh,Direct,Direct-App
CUST008385,2023-10-31,Female,39,Hyderabad,Telangana,Marketplace Ads,Diwali-Dhamaka-2023
CUST008386,2024-08-08,Male,32,Bangalore,Karnataka,Organic Search,Organic-Blog-SEO
CUST008387,2025-12-08,Female,18,Patna,Bihar,Affiliate,Affiliate-Cashback-Sites
CUST008388,2025-01-17,Female,28,Kolkata,West Bengal,Affiliate,Affiliate-Cashback-Sites
CUST008389,2024-09-24,Male,39,Delhi,Delhi,Email Marketing,EMail-Winback-Offer
CUST008390,2025-01-04,Male,24,Ahmedabad,Gujarat,Organic Search,Organic-Blog-SEO
CUST008391,2025-04-13,Female,28,Bangalore,Karnataka,Direct,Direct-App
CUST008392,2024-10-01,Male,35,Bangalore,Karnataka,Email Marketing,EMail-Newsletter-Signup
CUST008393,2024-10-09,Male,37,Kolkata,West Bengal,Paid Search,Diwali-Dhamaka-2024
CUST008394,2025-05-16,Male,36,Kolkata,West Bengal,Organic Search,Organic-YouTube-Reviews
CUST008395,2023-05-05,Male,28,Guwahati,Assam,Organic Search,Organic-YouTube-Reviews
CUST008396,2024-12-07,Female,18,Lucknow,Uttar Pradesh,Paid Search,GoogleAds-Brand-Search
CUST008397,2024-12-15,Male,33,Bangalore,Karnataka,Affiliate,Affiliate-Influencer
CUST008398,2025-07-23,Female,18,Jodhpur,Rajasthan,Social Media Ads,FB-Prospecting
CUST008399,2025-12-16,Male,30,Bangalore,Karnataka,Social Media Ads,Insta-Reels-Ads
CUST008400,2025-08-25,Male,24,Bangalore,Karnataka,Organic Search,Organic-Brand
CUST008401,2024-11-12,Male,29,Pune,Maharashtra,Organic Search,Organic-Blog-SEO
CUST008402,2023-10-29,Male,41,Raipur,Chhattisgarh,Social Media Ads,Insta-Retargeting
CUST008403,2025-01-21,Male,33,Nashik,Maharashtra,Direct,Direct-App
CUST008404,2025-09-28,Male,40,Delhi,Delhi,Social Media Ads,FB-Prospecting
CUST008405,2025-11-15,Male,24,Coimbatore,Tamil Nadu,Social Media Ads,Diwali-Dhamaka-2025
CUST008406,2025-09-20,Male,34,Mumbai,Maharashtra,Marketplace Ads,Marketplace-Sponsored-Listing
CUST008407,2023-11-15,Female,22,Kanpur,Uttar Pradesh,Marketplace Ads,Marketplace-Homepage-Banner
CUST008408,2025-05-28,Female,29,Delhi,Delhi,Social Media Ads,Insta-Retargeting
CUST008409,2025-10-22,Male,35,Ahmedabad,Gujarat,Email Marketing,Diwali-Dhamaka-2025
CUST008410,2025-04-26,Male,18,Nashik,Maharashtra,Organic Search,Organic-YouTube-Reviews
CUST008411,2025-05-01,Female,30,Chandigarh,Chandigarh,Affiliate,Affiliate-Cashback-Sites
CUST008412,2024-11-10,Male,35,Jaipur,Rajasthan,Email Marketing,EMail-Newsletter-Signup
CUST008413,2025-03-11,Male,27,Delhi,Delhi,Social Media Ads,FB-Lookalike
CUST008414,2024-03-26,Male,38,Bangalore,Karnataka,Affiliate,Affiliate-Cashback-Sites
CUST008415,2023-07-08,Male,30,Jaipur,Rajasthan,Affiliate,Affiliate-Coupon-Blogs
CUST008416,2025-09-22,Female,19,Coimbatore,Tamil Nadu,Affiliate,Affiliate-Influencer
CUST008417,2025-11-20,Male,33,Mumbai,Maharashtra,Referral,Referral-FriendInvite
CUST008418,2025-10-10,Male,31,Delhi,Delhi,Email Marketing,Diwali-Dhamaka-2025
CUST008419,2024-05-19,Male,29,Mumbai,Maharashtra,Email Marketing,EMail-Festive-Blast
CUST008420,2023-07-20,Male,30,Delhi,Delhi,Marketplace Ads,Marketplace-Sponsored-Listing
CUST008421,2024-03-06,Female,37,Delhi,Delhi,Affiliate,Affiliate-Influencer
CUST008422,2025-10-04,Male,31,Bangalore,Karnataka,Social Media Ads,Insta-Reels-Ads
CUST008423,2025-03-31,Male,36,Coimbatore,Tamil Nadu,Marketplace Ads,Marketplace-Sponsored-Listing
CUST008424,2025-12-02,Female,43,Hyderabad,Telangana,Organic Search,Organic-Brand
CUST008425,2024-05-31,Female,37,Raipur,Chhattisgarh,Organic Search,Organic-Brand
CUST008426,2024-12-20,Other,31,Chennai,Tamil Nadu,Social Media Ads,FB-Lookalike
CUST008427,2025-08-21,Male,30,Nashik,Maharashtra,Marketplace Ads,IndependenceDay-Sale-2025
CUST008428,2024-01-07,Female,28,Delhi,Delhi,Marketplace Ads,NewYear-Sale-2024
CUST008429,2025-11-30,Male,31,Hyderabad,Telangana,Organic Search,Organic-YouTube-Reviews
CUST008430,2025-01-25,Male,32,Mumbai,Maharashtra,Referral,Referral-FriendInvite
CUST008431,2023-01-14,Female,25,Pune,Maharashtra,Organic Search,Organic-Brand
CUST008432,2023-02-17,Male,27,Patna,Bihar,Paid Search,GoogleAds-Brand-Search
CUST008433,2025-10-23,Male,23,Mumbai,Maharashtra,Affiliate,Diwali-Dhamaka-2025
CUST008434,2025-03-20,Male,37,Nagpur,Maharashtra,Marketplace Ads,Marketplace-Sponsored-Listing
CUST008435,2025-07-31,Male,33,Lucknow,Uttar Pradesh,Social Media Ads,FB-Prospecting
CUST008436,2025-08-16,Female,31,Mumbai,Maharashtra,Organic Search,Organic-YouTube-Reviews
CUST008437,2024-09-14,Male,25,Pune,Maharashtra,Direct,Direct-Bookmark
CUST008438,2025-08-27,Male,36,Bhopal,Madhya Pradesh,Organic Search,Organic-Blog-SEO
CUST008439,2025-11-18,Female,25,Lucknow,Uttar Pradesh,Direct,Direct-Bookmark
CUST008440,2023-10-31,Male,25,Chennai,Tamil Nadu,Organic Search,Organic-Brand
CUST008441,2025-08-01,Male,37,Hyderabad,Telangana,Marketplace Ads,IndependenceDay-Sale-2025
CUST008442,2024-04-14,Male,28,Kolkata,West Bengal,Organic Search,Organic-Brand
CUST008443,2024-05-03,Male,33,Delhi,Delhi,Organic Search,Organic-Blog-SEO
CUST008444,2024-09-04,Other,26,Delhi,Delhi,Email Marketing,EMail-Winback-Offer
CUST008445,2025-10-14,Female,29,Chennai,Tamil Nadu,Email Marketing,EMail-Newsletter-Signup
CUST008446,2023-02-10,Male,31,Indore,Madhya Pradesh,Marketplace Ads,Marketplace-Sponsored-Listing
CUST008447,2024-09-30,Male,40,Kolkata,West Bengal,Social Media Ads,FB-Lookalike
CUST008448,2025-04-25,Female,34,Vizag,Andhra Pradesh,Affiliate,Affiliate-Coupon-Blogs
CUST008449,2023-08-18,Female,35,Bhopal,Madhya Pradesh,Paid Search,IndependenceDay-Sale-2023
CUST008450,2025-08-23,Female,35,Hyderabad,Telangana,Affiliate,IndependenceDay-Sale-2025
CUST008451,2025-11-20,Female,40,Delhi,Delhi,Direct,Direct-Bookmark
CUST008452,2023-07-14,Male,45,Delhi,Delhi,Organic Search,Organic-Brand
CUST008453,2023-10-14,Female,36,Varanasi,Uttar Pradesh,Paid Search,Diwali-Dhamaka-2023
CUST008454,2025-12-09,Female,23,Jaipur,Rajasthan,Social Media Ads,Insta-Retargeting
CUST008455,2023-11-22,Male,33,Mysuru,Karnataka,Organic Search,Organic-Blog-SEO
CUST008456,2023-06-13,Male,42,Ahmedabad,Gujarat,Referral,Referral-FriendInvite
CUST008457,2025-11-25,Male,20,Ranchi,Jharkhand,Social Media Ads,Insta-Reels-Ads
CUST008458,2025-10-27,Male,45,Hyderabad,Telangana,Paid Search,Diwali-Dhamaka-2025
CUST008459,2025-03-30,Female,37,Mumbai,Maharashtra,Paid Search,GoogleAds-Brand-Search
CUST008460,2024-12-20,Female,34,Kolkata,West Bengal,Affiliate,Affiliate-Coupon-Blogs
CUST008461,2025-11-09,Male,29,Surat,Gujarat,Direct,Direct-WordOfMouth
