order_id,customer_id,order_date,order_status,payment_method,shipping_type,discount,shipping_cost,order_value
ORD0043389,CUST008693,2025-02-13,Delivered,COD,Standard,843.58,0.0,18046.42
ORD0043390,CUST008693,2025-02-24,Delivered,Debit Card,Standard,1908.47,0.0,22206.53
ORD0043391,CUST008693,2025-06-10,Delivered,COD,Standard,801.57,0.0,3988.43
ORD0043392,CUST008693,2025-10-05,Delivered,UPI,Express,1189.49,0.0,3010.51
ORD0043393,CUST008693,2025-12-13,Delivered,Credit Card,Express,598.73,82.77,3229.04
ORD0043394,CUST008694,2024-06-12,Delivered,Debit Card,Express,90.2,131.3,601.1
ORD0043395,CUST008694,2025-01-13,Delivered,Net Banking,Standard,287.18,48.16,1490.98
ORD0043396,CUST008696,2025-02-19,Delivered,UPI,Standard,234.68,0.0,1515.32
ORD0043397,CUST008696,2025-05-03,Delivered,UPI,Standard,286.39,49.73,1388.34
ORD0043398,CUST008696,2025-05-05,Delivered,Wallet,Standard,1399.47,0.0,6435.53
ORD0043399,CUST008696,2025-12-06,Returned,Wallet,Standard,242.99,44.71,1111.72
ORD0043400,CUST008697,2023-11-29,Delivered,UPI,Standard,144.31,54.31,430.0
ORD0043401,CUST008697,2024-03-16,Delivered,Wallet,Standard,47.16,53.31,401.15
ORD0043402,CUST008697,2024-05-24,Delivered,COD,Standard,12.33,53.56,211.23
ORD0043403,CUST008697,2025-02-24,Delivered,Net Banking,Standard,925.93,0.0,3669.07
ORD0043404,CUST008697,2025-08-12,Delivered,UPI,Standard,115.63,69.43,398.8
ORD0043405,CUST008698,2024-10-06,Returned,UPI,Express,2893.71,0.0,7036.29
ORD0043406,CUST008698,2025-09-18,Returned,Wallet,Express,3387.18,111.08,24133.9
ORD0043407,CUST008699,2023-11-04,Delivered,Debit Card,Standard,9397.85,44.53,47461.68
ORD0043408,CUST008699,2024-02-27,Delivered,UPI,Standard,356.16,51.25,835.09
ORD0043409,CUST008699,2024-03-10,Delivered,Debit Card,Standard,399.27,33.67,4419.4
ORD0043410,CUST008699,2024-03-11,Delivered,Credit Card,Standard,1848.25,0.0,16326.75
ORD0043411,CUST008699,2024-04-01,Delivered,Debit Card,Same Day,59.4,163.72,1234.32
ORD0043412,CUST008699,2024-05-01,Delivered,UPI,Standard,143.66,62.24,718.58
ORD0043413,CUST008699,2024-06-15,Delivered,COD,Same Day,780.06,0.0,8029.94
ORD0043414,CUST008699,2024-07-03,Delivered,UPI,Standard,1667.55,0.0,13412.45
ORD0043415,CUST008699,2024-08-05,Delivered,COD,Standard,461.06,0.0,2838.94
ORD0043416,CUST008699,2024-08-17,Delivered,Debit Card,Standard,118.87,27.3,808.43
ORD0043417,CUST008699,2024-09-04,Delivered,Net Banking,Express,937.89,0.0,55992.11
ORD0043418,CUST008699,2024-10-13,Delivered,Credit Card,Standard,8946.28,0.0,49033.72
ORD0043419,CUST008699,2024-10-18,Delivered,Credit Card,Standard,2632.77,48.05,9535.28
ORD0043420,CUST008699,2024-11-10,Delivered,UPI,Standard,1362.04,33.6,12356.56
ORD0043421,CUST008699,2024-12-03,Delivered,COD,Standard,1507.43,33.95,17656.52
ORD0043422,CUST008699,2025-03-13,Delivered,Credit Card,Standard,13368.46,0.0,79366.54
ORD0043423,CUST008699,2025-03-21,Delivered,UPI,Express,13963.67,0.0,133871.33
ORD0043424,CUST008699,2025-03-26,Delivered,EMI,Express,538.37,122.7,8524.33
ORD0043425,CUST008699,2025-03-28,Delivered,UPI,Standard,2329.35,0.0,28580.65
ORD0043426,CUST008699,2025-04-24,Returned,UPI,Express,2540.79,0.0,16669.21
ORD0043427,CUST008699,2025-05-01,Cancelled,UPI,Standard,389.5,23.26,2373.76
ORD0043428,CUST008699,2025-05-12,Delivered,COD,Standard,2834.32,0.0,54645.68
ORD0043429,CUST008699,2025-05-27,Delivered,Debit Card,Standard,3179.39,0.0,35495.61
ORD0043430,CUST008699,2025-06-14,Delivered,UPI,Express,3087.2,0.0,26227.8
ORD0043431,CUST008699,2025-06-16,Delivered,UPI,Express,574.42,129.82,4135.4
ORD0043432,CUST008699,2025-06-22,Returned,Credit Card,Standard,2748.37,0.0,43476.63
ORD0043433,CUST008699,2025-08-14,Delivered,Debit Card,Express,2130.1,130.04,16299.94
ORD0043434,CUST008699,2025-08-16,Delivered,COD,Express,1691.98,96.09,12549.11
ORD0043435,CUST008699,2025-10-29,Cancelled,Credit Card,Express,6372.0,115.95,57448.95
ORD0043436,CUST008699,2025-11-10,Delivered,Credit Card,Standard,1856.5,0.0,6173.5
ORD0043437,CUST008699,2025-12-16,Returned,Credit Card,Standard,4715.11,43.79,50703.68
ORD0043438,CUST008700,2023-10-25,Delivered,COD,Standard,46.16,54.35,248.19
ORD0043439,CUST008700,2024-01-08,Delivered,UPI,Standard,6697.27,51.77,30409.5
ORD0043440,CUST008700,2024-10-29,Delivered,Debit Card,Express,3923.99,0.0,12036.01
ORD0043441,CUST008700,2025-04-16,Delivered,UPI,Express,5411.79,105.43,20063.64
ORD0043442,CUST008701,2024-05-04,Delivered,UPI,Standard,701.39,44.95,3348.56
ORD0043443,CUST008701,2025-10-27,Delivered,Credit Card,Express,134.14,107.5,1048.36
ORD0043444,CUST008701,2025-11-29,Delivered,EMI,Standard,8027.0,0.0,29163.0
ORD0043445,CUST008702,2025-04-30,Delivered,EMI,Standard,370.21,42.52,842.31
ORD0043446,CUST008703,2024-05-17,Delivered,Debit Card,Standard,14964.47,0.0,85835.53
ORD0043447,CUST008703,2024-07-21,Delivered,EMI,Same Day,38.85,190.22,376.37
ORD0043448,CUST008703,2024-09-23,Delivered,Wallet,Same Day,1589.47,201.2,10176.73
ORD0043449,CUST008703,2024-10-16,Cancelled,Debit Card,Express,858.03,0.0,1606.97
ORD0043450,CUST008703,2025-04-01,Delivered,UPI,Express,1869.64,0.0,17460.36
ORD0043451,CUST008703,2025-04-07,Cancelled,COD,Standard,511.36,0.0,2628.64
ORD0043452,CUST008703,2025-04-27,Delivered,UPI,Same Day,231.44,187.57,1786.13
ORD0043453,CUST008703,2025-10-27,Delivered,Credit Card,Express,380.21,109.68,1434.47
ORD0043454,CUST008704,2024-06-07,Delivered,Debit Card,Standard,186.72,45.7,783.98
ORD0043455,CUST008704,2025-07-26,Delivered,UPI,Standard,177.76,39.35,761.59
ORD0043456,CUST008704,2025-11-29,Delivered,UPI,Standard,308.3,41.57,818.27
ORD0043457,CUST008705,2025-01-23,Delivered,Credit Card,Same Day,456.85,0.0,2188.15
ORD0043458,CUST008705,2025-02-01,Delivered,Credit Card,Standard,172.9,19.24,986.34
ORD0043459,CUST008705,2025-03-29,Cancelled,Debit Card,Standard,3556.58,48.46,19611.88
ORD0043460,CUST008706,2024-10-14,Delivered,COD,Express,833.44,124.65,1991.21
ORD0043461,CUST008706,2024-11-03,Delivered,UPI,Same Day,32.27,188.6,291.33
ORD0043462,CUST008707,2025-03-21,Delivered,Debit Card,Standard,488.32,0.0,2381.68
ORD0043463,CUST008708,2023-05-17,Delivered,UPI,Express,1159.71,0.0,7080.29
ORD0043464,CUST008708,2023-06-23,Delivered,EMI,Express,547.34,108.13,2360.79
ORD0043465,CUST008708,2023-07-29,Delivered,EMI,Standard,1105.37,0.0,6989.63
ORD0043466,CUST008708,2023-08-04,Delivered,Debit Card,Standard,912.51,45.56,3943.05
ORD0043467,CUST008708,2023-10-06,Returned,Wallet,Express,546.4,129.48,1568.08
ORD0043468,CUST008708,2023-11-17,Delivered,Debit Card,Standard,3686.14,0.0,16823.86
ORD0043469,CUST008708,2023-11-18,Delivered,COD,Express,3597.65,0.0,13687.35
ORD0043470,CUST008708,2024-01-16,Delivered,Wallet,Standard,1340.21,51.41,5376.2
ORD0043471,CUST008708,2024-01-22,Returned,Credit Card,Standard,1524.75,0.0,8990.25
ORD0043472,CUST008708,2024-01-25,Delivered,UPI,Standard,1202.18,58.44,6626.26
ORD0043473,CUST008708,2024-05-04,Delivered,UPI,Express,691.27,0.0,5518.73
ORD0043474,CUST008708,2024-06-10,Delivered,Credit Card,Standard,1353.58,0.0,17841.42
ORD0043475,CUST008708,2024-08-09,Delivered,Net Banking,Standard,6.36,49.95,188.59
ORD0043476,CUST008708,2024-08-18,Delivered,Credit Card,Standard,2056.62,0.0,10003.38
ORD0043477,CUST008708,2024-09-16,Delivered,Debit Card,Express,1392.72,115.67,10622.95
ORD0043478,CUST008708,2024-10-27,Returned,UPI,Express,1984.02,0.0,4605.98
ORD0043479,CUST008708,2024-12-06,Cancelled,EMI,Standard,6555.16,0.0,34704.84
ORD0043480,CUST008708,2025-01-27,Delivered,Wallet,Express,4644.41,0.0,21345.59
ORD0043481,CUST008708,2025-02-17,Delivered,UPI,Standard,6247.41,52.86,47280.45
ORD0043482,CUST008708,2025-05-21,Delivered,Debit Card,Express,187.58,105.24,2207.66
ORD0043483,CUST008708,2025-05-28,Returned,EMI,Same Day,1485.38,189.33,7778.95
ORD0043484,CUST008708,2025-06-03,Delivered,Net Banking,Standard,7109.88,0.0,50550.12
ORD0043485,CUST008708,2025-06-09,Returned,UPI,Standard,588.7,43.76,3350.06
ORD0043486,CUST008708,2025-07-03,Cancelled,UPI,Standard,1129.26,0.0,11385.74
ORD0043487,CUST008708,2025-07-29,Delivered,UPI,Same Day,8116.53,0.0,41348.47
ORD0043488,CUST008708,2025-08-14,Delivered,Debit Card,Standard,1955.61,0.0,16069.39
ORD0043489,CUST008708,2025-08-15,Delivered,COD,Standard,479.01,30.46,1331.45
ORD0043490,CUST008708,2025-10-01,Delivered,COD,Standard,68.9,35.54,491.64
ORD0043491,CUST008708,2025-12-31,Delivered,Credit Card,Standard,49.02,33.63,264.61
ORD0043492,CUST008709,2023-06-22,Delivered,UPI,Standard,2838.47,45.78,14587.31
ORD0043493,CUST008709,2025-07-22,Delivered,Credit Card,Standard,1767.03,0.0,7392.97
ORD0043494,CUST008709,2025-11-01,Delivered,Wallet,Express,462.22,117.26,2215.04
ORD0043495,CUST008709,2025-12-15,Delivered,Debit Card,Standard,20.07,39.51,309.44
ORD0043496,CUST008710,2025-02-03,Delivered,UPI,Express,80.34,102.04,556.7
ORD0043497,CUST008710,2025-02-10,Delivered,Debit Card,Standard,983.9,38.27,3744.37
ORD0043498,CUST008711,2025-07-25,Delivered,UPI,Standard,347.85,41.84,1808.99
ORD0043499,CUST008711,2025-07-27,Delivered,COD,Express,136.45,0.0,1843.55
ORD0043500,CUST008711,2025-09-17,Delivered,UPI,Express,351.39,110.13,1298.74
ORD0043501,CUST008711,2025-09-23,Delivered,Net Banking,Standard,317.74,41.37,2183.63
ORD0043502,CUST008712,2024-08-28,Delivered,Debit Card,Standard,124.67,44.71,535.04
ORD0043503,CUST008712,2025-08-08,Delivered,Credit Card,Standard,34.18,45.15,165.97
ORD0043504,CUST008713,2025-08-19,Delivered,Wallet,Standard,1062.86,0.0,6267.14
ORD0043505,CUST008713,2025-10-07,Returned,Net Banking,Standard,64.53,47.5,197.97
ORD0043506,CUST008713,2025-10-28,Delivered,Wallet,Express,1801.9,0.0,5418.1
ORD0043507,CUST008713,2025-11-03,Returned,Debit Card,Standard,384.94,43.88,1118.94
ORD0043508,CUST008715,2023-06-11,Delivered,Wallet,Express,4471.73,0.0,25328.27
ORD0043509,CUST008715,2023-08-22,Delivered,UPI,Standard,198.19,32.93,1244.74
ORD0043510,CUST008715,2023-09-10,Cancelled,UPI,Express,1486.62,119.41,11907.79
ORD0043511,CUST008715,2023-09-16,Cancelled,Net Banking,Standard,496.09,48.3,1752.21
ORD0043512,CUST008715,2023-11-24,Delivered,EMI,Standard,3380.47,0.0,14649.53
ORD0043513,CUST008715,2023-12-10,Delivered,Wallet,Standard,734.92,31.42,4001.5
ORD0043514,CUST008715,2024-01-18,Delivered,EMI,Express,5070.25,91.96,24916.71
ORD0043515,CUST008715,2024-02-11,Cancelled,UPI,Standard,152.2,56.59,774.39
ORD0043516,CUST008715,2024-03-29,Delivered,UPI,Standard,1531.3,59.36,10108.06
ORD0043517,CUST008715,2024-04-13,Delivered,UPI,Express,120.86,93.58,572.72
ORD0043518,CUST008715,2024-07-07,Delivered,Debit Card,Standard,23.35,38.78,300.43
ORD0043519,CUST008715,2024-07-10,Delivered,Debit Card,Standard,1282.16,0.0,6952.84
ORD0043520,CUST008715,2024-07-29,Delivered,COD,Express,95.49,112.73,372.24
ORD0043521,CUST008715,2024-08-07,Cancelled,EMI,Standard,1568.36,0.0,13361.64
ORD0043522,CUST008715,2024-08-09,Delivered,UPI,Standard,3645.12,56.62,21636.5
ORD0043523,CUST008715,2024-08-11,Delivered,Debit Card,Standard,1840.08,67.09,12812.01
ORD0043524,CUST008715,2024-09-17,Delivered,Debit Card,Express,1027.93,120.03,7957.1
ORD0043525,CUST008715,2024-10-13,Delivered,Wallet,Standard,8282.69,0.0,27047.31
ORD0043526,CUST008715,2024-11-03,Delivered,Wallet,Same Day,2322.96,189.24,9861.28
ORD0043527,CUST008715,2024-11-07,Returned,COD,Standard,138.92,45.14,821.22
ORD0043528,CUST008715,2024-11-08,Delivered,UPI,Express,821.33,0.0,4288.67
ORD0043529,CUST008715,2025-01-29,Delivered,Credit Card,Standard,54.89,48.1,713.21
ORD0043530,CUST008715,2025-02-27,Cancelled,COD,Standard,258.89,0.0,7481.11
ORD0043531,CUST008715,2025-03-03,Delivered,Credit Card,Standard,11.19,20.35,1104.16
ORD0043532,CUST008715,2025-03-14,Delivered,UPI,Express,821.85,0.0,6603.15
ORD0043533,CUST008715,2025-04-30,Delivered,UPI,Express,3735.86,82.44,26131.58
ORD0043534,CUST008715,2025-05-03,Delivered,Net Banking,Express,2240.44,127.51,19252.07
ORD0043535,CUST008715,2025-07-29,Delivered,COD,Express,295.76,0.0,2509.24
ORD0043536,CUST008715,2025-08-17,Returned,Credit Card,Standard,36.07,24.28,253.21
ORD0043537,CUST008715,2025-09-05,Delivered,UPI,Standard,793.75,0.0,4391.25
ORD0043538,CUST008715,2025-10-16,Delivered,Debit Card,Standard,939.75,61.11,3886.36
ORD0043539,CUST008715,2025-11-16,Delivered,Debit Card,Express,6868.08,118.34,37700.26
ORD0043540,CUST008715,2025-11-27,Delivered,COD,Standard,4082.7,0.0,12597.3
ORD0043541,CUST008716,2024-06-07,Delivered,Credit Card,Standard,1312.53,0.0,5342.47
ORD0043542,CUST008716,2024-08-15,Delivered,Credit Card,Express,6376.81,103.99,23142.18
ORD0043543,CUST008716,2025-05-15,Delivered,COD,Standard,2937.25,0.0,13287.75
ORD0043544,CUST008716,2025-07-07,Delivered,Debit Card,Standard,288.87,34.18,1680.31
ORD0043545,CUST008717,2024-02-24,Delivered,Debit Card,Same Day,474.66,181.45,3081.79
ORD0043546,CUST008717,2024-08-26,Delivered,EMI,Standard,2229.79,0.0,6770.21
ORD0043547,CUST008717,2024-10-14,Returned,COD,Express,1794.75,143.17,11688.42
ORD0043548,CUST008717,2025-10-13,Delivered,Debit Card,Express,131.21,127.75,861.54
ORD0043549,CUST008718,2023-05-06,Delivered,Credit Card,Standard,30335.01,0.0,124024.99
ORD0043550,CUST008718,2023-10-12,Delivered,Credit Card,Express,2066.53,0.0,7528.47
ORD0043551,CUST008718,2023-10-21,Delivered,UPI,Express,785.64,0.0,2794.36
ORD0043552,CUST008718,2023-11-09,Delivered,Credit Card,Standard,3068.8,0.0,14311.2
ORD0043553,CUST008718,2023-11-29,Delivered,EMI,Standard,751.82,0.0,2933.18
ORD0043554,CUST008718,2024-05-10,Cancelled,EMI,Standard,599.37,0.0,9970.63
ORD0043555,CUST008718,2024-05-17,Delivered,COD,Standard,144.92,51.86,471.94
ORD0043556,CUST008718,2024-10-21,Delivered,UPI,Express,724.31,100.07,4965.76
ORD0043557,CUST008718,2025-03-11,Delivered,UPI,Same Day,3115.13,0.0,21124.87
ORD0043558,CUST008718,2025-03-16,Delivered,EMI,Same Day,5280.43,0.0,43629.57
ORD0043559,CUST008718,2025-04-10,Returned,UPI,Standard,611.76,0.0,3078.24
ORD0043560,CUST008718,2025-09-25,Cancelled,COD,Standard,118.53,44.08,505.55
ORD0043561,CUST008719,2025-03-09,Returned,COD,Express,50.48,117.49,877.01
ORD0043562,CUST008720,2023-11-25,Delivered,Debit Card,Same Day,248.31,196.95,873.64
ORD0043563,CUST008720,2023-11-29,Delivered,Debit Card,Express,5976.86,98.06,11861.2
ORD0043564,CUST008720,2024-01-26,Returned,Debit Card,Standard,2210.76,34.15,8043.39
ORD0043565,CUST008720,2024-03-21,Delivered,Credit Card,Standard,772.87,0.0,6607.13
ORD0043566,CUST008720,2024-07-19,Returned,Net Banking,Standard,877.58,0.0,7262.42
ORD0043567,CUST008720,2024-09-29,Delivered,Debit Card,Express,1130.41,0.0,3749.59
ORD0043568,CUST008720,2024-11-09,Delivered,Wallet,Express,3613.99,99.51,21195.52
ORD0043569,CUST008720,2025-01-24,Cancelled,Credit Card,Standard,1920.38,55.87,6785.49
ORD0043570,CUST008720,2025-04-09,Delivered,Net Banking,Standard,2432.69,0.0,9597.31
ORD0043571,CUST008720,2025-08-25,Returned,UPI,Standard,422.93,0.0,1527.07
ORD0043572,CUST008720,2025-09-25,Returned,UPI,Standard,309.42,30.42,3136.0
ORD0043573,CUST008720,2025-11-08,Delivered,Net Banking,Standard,2213.67,35.36,15036.69
ORD0043574,CUST008720,2025-11-17,Delivered,UPI,Standard,18432.91,61.76,78133.85
ORD0043575,CUST008721,2025-10-27,Delivered,Debit Card,Standard,3066.63,0.0,6853.37
ORD0043576,CUST008723,2025-07-25,Returned,Debit Card,Express,64.39,90.72,491.33
ORD0043577,CUST008723,2025-08-05,Returned,EMI,Standard,3419.21,0.0,12595.79
ORD0043578,CUST008723,2025-08-12,Delivered,Credit Card,Standard,2405.44,47.99,12012.55
ORD0043579,CUST008723,2025-10-01,Delivered,COD,Express,1016.55,0.0,3213.45
ORD0043580,CUST008723,2025-12-15,Delivered,UPI,Express,361.48,96.96,3895.48
ORD0043581,CUST008723,2025-12-18,Delivered,Wallet,Express,2895.06,116.6,22921.54
ORD0043582,CUST008723,2025-12-18,Delivered,Wallet,Express,1995.51,99.04,14213.53
ORD0043583,CUST008724,2025-09-11,Delivered,UPI,Standard,3261.08,44.76,19728.68
ORD0043584,CUST008724,2025-09-13,Delivered,UPI,Standard,297.62,66.27,2088.65
ORD0043585,CUST008724,2025-10-30,Delivered,Wallet,Standard,2116.25,0.0,10553.75
ORD0043586,CUST008724,2025-11-14,Delivered,Credit Card,Express,1269.35,0.0,3750.65
ORD0043587,CUST008724,2025-11-26,Delivered,Debit Card,Express,1572.95,111.25,6448.3
ORD0043588,CUST008725,2024-12-31,Delivered,Credit Card,Express,466.56,0.0,3013.44
ORD0043589,CUST008725,2025-01-20,Delivered,UPI,Standard,528.42,0.0,3181.58
ORD0043590,CUST008725,2025-03-07,Delivered,Credit Card,Express,753.74,0.0,6196.26
ORD0043591,CUST008725,2025-05-05,Delivered,COD,Standard,2585.28,0.0,19179.72
ORD0043592,CUST008725,2025-05-11,Delivered,UPI,Standard,1489.08,41.26,19727.18
ORD0043593,CUST008725,2025-06-26,Delivered,Credit Card,Standard,1160.97,0.0,6299.03
ORD0043594,CUST008725,2025-08-05,Delivered,Credit Card,Express,4581.23,0.0,18218.77
ORD0043595,CUST008725,2025-09-16,Delivered,Wallet,Standard,734.0,0.0,8766.0
ORD0043596,CUST008725,2025-10-14,Delivered,Credit Card,Same Day,1196.6,0.0,3593.4
ORD0043597,CUST008725,2025-11-02,Delivered,UPI,Standard,6052.93,41.74,16413.81
ORD0043598,CUST008725,2025-11-23,Delivered,Credit Card,Standard,1326.38,0.0,5558.62
ORD0043599,CUST008725,2025-12-17,Returned,UPI,Express,1323.54,0.0,6991.46
ORD0043600,CUST008728,2024-12-02,Delivered,UPI,Express,101.88,115.68,1263.8
ORD0043601,CUST008728,2025-05-29,Delivered,UPI,Standard,998.8,0.0,3461.2
ORD0043602,CUST008728,2025-10-09,Delivered,Debit Card,Standard,16.5,31.4,114.9
ORD0043603,CUST008728,2025-10-29,Delivered,UPI,Express,496.31,116.38,1300.07
ORD0043604,CUST008729,2024-01-29,Delivered,Credit Card,Standard,23.58,55.78,297.2
ORD0043605,CUST008729,2024-09-27,Delivered,UPI,Standard,3.1,32.83,269.73
ORD0043606,CUST008729,2024-10-14,Delivered,UPI,Express,31.84,98.07,456.23
ORD0043607,CUST008729,2024-11-12,Delivered,COD,Express,70.17,99.68,454.51
ORD0043608,CUST008729,2025-03-31,Delivered,UPI,Standard,1094.39,31.21,2546.82
ORD0043609,CUST008729,2025-12-26,Delivered,UPI,Standard,130.32,48.53,603.21
ORD0043610,CUST008730,2025-01-12,Delivered,Debit Card,Standard,1510.86,57.07,7916.21
ORD0043611,CUST008730,2025-06-18,Delivered,Wallet,Same Day,1965.02,0.0,8314.98
ORD0043612,CUST008730,2025-09-14,Delivered,EMI,Standard,604.9,0.0,3225.1
ORD0043613,CUST008730,2025-11-16,Delivered,Credit Card,Standard,1850.22,0.0,5479.78
ORD0043614,CUST008731,2024-02-12,Delivered,EMI,Standard,249.08,21.15,1312.07
ORD0043615,CUST008731,2024-07-04,Returned,Net Banking,Standard,1247.27,52.33,6360.06
ORD0043616,CUST008731,2024-07-05,Returned,Net Banking,Express,112.03,107.75,780.72
ORD0043617,CUST008731,2024-11-13,Delivered,UPI,Standard,3933.61,0.0,19151.39
ORD0043618,CUST008731,2024-11-28,Delivered,UPI,Standard,11.32,45.27,128.95
ORD0043619,CUST008731,2024-12-06,Delivered,Debit Card,Express,2442.45,0.0,21462.55
ORD0043620,CUST008731,2025-02-21,Delivered,Debit Card,Standard,1205.89,0.0,8379.11
ORD0043621,CUST008731,2025-07-10,Returned,Credit Card,Standard,417.76,66.97,1359.21
ORD0043622,CUST008731,2025-10-24,Delivered,Debit Card,Standard,434.15,42.58,1528.43
ORD0043623,CUST008731,2025-11-03,Delivered,UPI,Standard,321.33,0.0,1783.67
ORD0043624,CUST008731,2025-11-24,Delivered,Wallet,Standard,2279.03,0.0,6770.97
ORD0043625,CUST008731,2025-11-27,Delivered,Wallet,Standard,493.46,0.0,1526.54
ORD0043626,CUST008731,2025-12-15,Delivered,Debit Card,Standard,5.26,61.08,645.82
ORD0043627,CUST008732,2024-12-01,Returned,Wallet,Express,1489.4,0.0,5345.6
ORD0043628,CUST008732,2025-06-12,Delivered,UPI,Standard,991.26,0.0,5638.74
ORD0043629,CUST008732,2025-08-12,Delivered,EMI,Express,693.91,102.09,2163.18
ORD0043630,CUST008733,2024-08-03,Delivered,Net Banking,Standard,670.79,0.0,2374.21
ORD0043631,CUST008733,2024-10-14,Delivered,Debit Card,Standard,621.82,38.03,846.21
ORD0043632,CUST008733,2025-09-06,Delivered,Debit Card,Standard,319.03,47.58,1648.55
ORD0043633,CUST008736,2024-05-27,Delivered,Debit Card,Standard,3017.15,0.0,22667.85
ORD0043634,CUST008736,2024-07-24,Delivered,Wallet,Express,108.56,0.0,1591.44
ORD0043635,CUST008736,2024-09-22,Delivered,UPI,Standard,4.65,57.19,162.54
ORD0043636,CUST008736,2024-10-26,Delivered,UPI,Standard,1197.33,48.8,3911.47
ORD0043637,CUST008736,2024-11-10,Delivered,EMI,Express,111.66,125.2,363.54
ORD0043638,CUST008736,2024-12-14,Delivered,Credit Card,Standard,906.44,23.74,10802.3
ORD0043639,CUST008736,2024-12-23,Delivered,UPI,Express,1280.94,0.0,9584.06
ORD0043640,CUST008736,2025-01-25,Delivered,UPI,Standard,957.37,0.0,6952.63
ORD0043641,CUST008736,2025-02-10,Delivered,EMI,Standard,230.32,35.71,1220.39
ORD0043642,CUST008736,2025-02-22,Delivered,COD,Standard,1883.02,0.0,11706.98
ORD0043643,CUST008736,2025-03-09,Delivered,Credit Card,Standard,379.95,0.0,2945.05
ORD0043644,CUST008736,2025-03-13,Delivered,UPI,Same Day,613.97,194.73,3065.76
ORD0043645,CUST008736,2025-05-15,Delivered,UPI,Express,1208.42,0.0,5571.58
ORD0043646,CUST008736,2025-06-11,Delivered,EMI,Standard,1380.24,44.55,12329.31
ORD0043647,CUST008736,2025-06-28,Delivered,COD,Standard,147.01,30.94,1213.93
ORD0043648,CUST008736,2025-08-27,Returned,UPI,Express,539.3,0.0,2690.7
ORD0043649,CUST008736,2025-09-28,Cancelled,EMI,Standard,176.84,52.0,1335.16
ORD0043650,CUST008736,2025-10-25,Returned,Credit Card,Standard,3661.26,0.0,16843.74
ORD0043651,CUST008736,2025-11-18,Delivered,UPI,Standard,1102.18,0.0,3242.82
ORD0043652,CUST008736,2025-11-20,Returned,Credit Card,Standard,3555.19,43.56,15798.37
ORD0043653,CUST008736,2025-11-30,Delivered,Debit Card,Same Day,843.75,0.0,4161.25
ORD0043654,CUST008737,2025-04-29,Delivered,Wallet,Express,78.26,107.99,529.73
ORD0043655,CUST008737,2025-05-03,Delivered,COD,Standard,1173.81,0.0,9006.19
ORD0043656,CUST008737,2025-06-18,Delivered,Debit Card,Express,5928.62,0.0,45911.38
ORD0043657,CUST008737,2025-06-19,Cancelled,COD,Express,127.52,108.1,850.58
ORD0043658,CUST008737,2025-08-23,Delivered,COD,Standard,7216.25,56.82,32250.57
ORD0043659,CUST008737,2025-09-07,Delivered,UPI,Standard,1300.56,0.0,11089.44
ORD0043660,CUST008737,2025-09-19,Delivered,UPI,Standard,4051.88,0.0,17733.12
ORD0043661,CUST008737,2025-09-21,Delivered,UPI,Standard,4383.67,0.0,34181.33
ORD0043662,CUST008737,2025-11-03,Cancelled,UPI,Standard,9694.54,0.0,34440.46
ORD0043663,CUST008737,2025-11-05,Delivered,UPI,Same Day,553.63,0.0,2326.37
ORD0043664,CUST008737,2025-11-07,Delivered,Debit Card,Express,2540.31,0.0,21704.69
ORD0043665,CUST008737,2025-11-30,Delivered,UPI,Standard,951.68,0.0,5028.32
ORD0043666,CUST008737,2025-12-06,Delivered,COD,Standard,61.91,58.36,486.45
ORD0043667,CUST008738,2024-05-28,Returned,UPI,Standard,3344.38,36.08,23811.7
ORD0043668,CUST008738,2024-08-28,Cancelled,Debit Card,Express,6272.4,117.43,47585.03
ORD0043669,CUST008738,2024-09-14,Delivered,Debit Card,Express,686.21,89.15,11582.94
ORD0043670,CUST008738,2024-09-23,Delivered,UPI,Standard,6611.99,52.35,93140.36
ORD0043671,CUST008738,2024-11-04,Cancelled,UPI,Express,315.92,110.55,984.63
ORD0043672,CUST008738,2024-11-07,Delivered,Debit Card,Express,1044.28,122.27,5257.99
ORD0043673,CUST008738,2024-11-13,Delivered,COD,Standard,1222.08,0.0,7447.92
ORD0043674,CUST008738,2024-11-20,Returned,UPI,Express,245.97,113.27,857.3
ORD0043675,CUST008738,2025-04-17,Delivered,UPI,Same Day,2314.25,0.0,13855.75
ORD0043676,CUST008738,2025-04-24,Delivered,Net Banking,Standard,774.01,0.0,12585.99
ORD0043677,CUST008738,2025-07-20,Delivered,UPI,Same Day,210.26,189.03,1643.77
ORD0043678,CUST008738,2025-08-13,Delivered,UPI,Standard,1161.26,0.0,4868.74
ORD0043679,CUST008738,2025-10-02,Cancelled,Debit Card,Express,3012.9,0.0,9642.1
ORD0043680,CUST008738,2025-10-29,Delivered,UPI,Standard,695.46,0.0,3349.54
ORD0043681,CUST008738,2025-11-11,Returned,EMI,Standard,104.04,55.9,386.86
ORD0043682,CUST008738,2025-11-12,Delivered,UPI,Standard,102.31,36.57,414.26
ORD0043683,CUST008738,2025-11-20,Delivered,Debit Card,Express,118.47,98.36,504.89
ORD0043684,CUST008738,2025-12-08,Delivered,Debit Card,Standard,2429.84,47.55,21132.71
ORD0043685,CUST008739,2025-08-26,Delivered,Net Banking,Standard,357.53,29.86,1522.33
ORD0043686,CUST008739,2025-11-16,Delivered,Wallet,Express,112.83,106.26,353.43
